nome_completo_do_carro,ano_de_venda,preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,Marca
Maruti Wagon R AMT VXI,2018,5753.42,35000,Gasolina,Individual,Automatico,1º dono,20.51,998.0,67.0,5.0,Maruti
Maruti Swift Dzire VXI 1.2,2017,7534.25,20000,Gasolina,Individual,Manual,1º dono,21.21,1197.0,81.8,5.0,Maruti
Maruti Alto 800 LXI,2018,3698.63,20000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Maruti Swift Dzire AMT VXI BS IV,2018,9589.04,7800,Gasolina,Individual,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Maruti Swift VXI Optional,2017,6849.32,20000,Gasolina,Individual,Manual,1º dono,20.4,1197.0,81.8,5.0,Maruti
Tata Hexa XE,2019,17123.29,15000,Diesel,Individual,Manual,1º dono,17.6,2179.0,147.94,7.0,Tata
Hyundai i20 Magna,2013,4383.56,31377,Gasolina,Individual,Manual,2º dono,18.5,1197.0,82.85,5.0,Hyundai
Maruti Swift Dzire VDI,2018,9589.04,50000,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,5.0,Maruti
Maruti Wagon R VXI BS IV,2015,3972.6,60000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Toyota Corolla Altis 1.8 VL AT,2012,7534.25,100000,Gasolina,Individual,Automatico,1º dono,14.53,1794.0,138.1,5.0,Toyota
Honda Brio S MT,2012,3630.14,60000,Gasolina,Individual,Manual,1º dono,19.4,1198.0,86.8,5.0,Honda
Maruti Baleno Alpha Automatic,2018,11369.86,5000,Gasolina,Individual,Automatico,1º dono,21.4,1197.0,83.1,5.0,Maruti
Tata Safari Storme EX,2017,10958.9,60000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,7.0,Tata
Maruti Alto LXi,2011,2191.78,25000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Renault KWID RXT,2018,4589.04,30000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Datsun GO T BSIV,2017,4506.85,80000,Gasolina,Individual,Manual,2º dono,20.63,1198.0,67.0,5.0,Datsun
Maruti Vitara Brezza VDi Option,2017,10616.44,75000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Hyundai Xcent 1.2 VTVT SX,2020,7178.08,32000,Gasolina,Individual,Manual,1º dono,20.14,1197.0,81.86,5.0,Hyundai
Maruti Alto 800 LXI,2015,3356.16,40000,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Hyundai i20 1.2 Sportz,2012,3767.12,93000,Gasolina,Individual,Manual,2º dono,17.0,1197.0,80.0,5.0,Hyundai
Tata Zest Revotron 1.2 XT,2018,7123.29,60000,Gasolina,Individual,Manual,1º dono,17.57,1193.0,88.7,5.0,Tata
Nissan Sunny XL,2014,7534.25,37000,Gasolina,Individual,Manual,1º dono,16.95,1498.0,97.7,5.0,Nissan
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,12465.75,15000,Gasolina,Individual,Manual,1º dono,17.0,1497.0,121.36,5.0,Ford
Nissan Micra Active XV S,2015,4109.59,80000,Gasolina,Individual,Manual,1º dono,19.49,1198.0,67.04,5.0,Nissan
Maruti Wagon R LXI Optional,2016,4794.52,140000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Mahindra Ssangyong Rexton RX5,2013,12328.77,70000,Diesel,Individual,Manual,1º dono,12.83,2696.0,162.0,7.0,Mahindra
Mahindra Quanto C8,2013,4109.59,120000,Diesel,Individual,Manual,2º dono,17.21,1493.0,100.0,7.0,Mahindra
Maruti Ritz LDi,2010,3424.66,110000,Diesel,Individual,Manual,2º dono,21.1,1248.0,73.9,5.0,Maruti
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,15068.49,37000,Diesel,Individual,Manual,1º dono,19.67,1582.0,126.2,5.0,Hyundai
Renault KWID RXT,2016,3698.63,44000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Maruti Ertiga VDI,2015,8767.12,80000,Diesel,Individual,Manual,1º dono,20.77,1248.0,88.76,7.0,Maruti
Mahindra XUV500 W4,2015,8904.11,125000,Diesel,Individual,Manual,1º dono,15.1,2179.0,140.0,7.0,Mahindra
Maruti Eeco 5 Seater AC BSIV,2017,5616.42,13500,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,5.0,Maruti
Hyundai Santro Xing GLS,2011,2260.27,75000,Gasolina,Individual,Manual,1º dono,17.92,1086.0,62.1,5.0,Hyundai
Hyundai Accent GLE,2007,1095.89,120000,Gasolina,Individual,Manual,2º dono,13.2,1495.0,94.0,5.0,Hyundai
Mahindra XUV500 W8 2WD,2012,7328.77,120000,Diesel,Individual,Manual,1º dono,15.1,2179.0,140.0,7.0,Mahindra
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,9589.04,70000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.57,7.0,Toyota
Maruti Swift Dzire VDI,2013,7534.25,70000,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,5.0,Maruti
Honda Amaze S CVT Petrol BSIV,2019,9315.07,15000,Gasolina,Individual,Automatico,1º dono,19.0,1199.0,88.76,5.0,Honda
Hyundai i10 Sportz 1.2,2009,2739.73,53000,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,5.0,Hyundai
Maruti Swift Dzire VDI,2014,6849.32,120000,Diesel,Individual,Manual,2º dono,23.4,1248.0,74.0,5.0,Maruti
Maruti Ertiga SHVS ZDI Plus,2016,13698.63,70000,Diesel,Individual,Manual,1º dono,24.52,1248.0,88.5,7.0,Maruti
Hyundai Getz 1.3 GVS,2008,1506.85,120000,Gasolina,Individual,Manual,2º dono,14.2,1341.0,82.9,5.0,Hyundai
Hyundai i20 1.2 Magna,2012,4383.56,100000,Gasolina,Individual,Manual,2º dono,18.5,1197.0,80.0,5.0,Hyundai
Maruti Swift LXI Optional-O,2015,4794.52,100000,Gasolina,Individual,Manual,1º dono,20.4,1197.0,83.11,5.0,Maruti
Tata Indica Vista TDI LS,2013,2328.77,162500,Diesel,Individual,Manual,1º dono,19.4,1405.0,70.0,5.0,Tata
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,10958.9,39000,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,5.0,Hyundai
Maruti Ignis 1.3 Alpha,2017,6849.32,75000,Diesel,Individual,Manual,1º dono,26.8,1248.0,74.0,5.0,Maruti
Tata Hexa XTA,2017,18904.11,50000,Diesel,Individual,Automatico,1º dono,17.6,2179.0,153.86,7.0,Tata
Mahindra Marazzo M6 8Str,2019,17808.22,40000,Diesel,Individual,Manual,1º dono,17.3,1497.0,121.0,8.0,Mahindra
Hyundai Verna 1.6 CRDI,2013,7260.27,92500,Diesel,Individual,Manual,1º dono,22.32,1582.0,126.3,5.0,Hyundai
Maruti Swift Dzire VDI,2012,4931.51,158000,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,5.0,Maruti
Maruti Swift Dzire LDi,2012,4246.58,120000,Diesel,Individual,Manual,1º dono,19.3,1248.0,73.9,5.0,Maruti
Honda City i DTEC V,2015,9931.51,50000,Diesel,Individual,Manual,2º dono,26.0,1498.0,98.6,5.0,Honda
Maruti Swift Dzire ZDi,2012,4657.53,110000,Diesel,Individual,Manual,1º dono,19.3,1248.0,73.9,5.0,Maruti
Hyundai Xcent 1.2 CRDi E,2017,7534.25,2000,Diesel,Individual,Manual,2º dono,25.4,1186.0,73.97,5.0,Hyundai
Toyota Fortuner 3.0 Diesel,2011,15753.42,181000,Diesel,Individual,Manual,2º dono,11.5,2982.0,171.0,7.0,Toyota
Tata Tiago 1.05 Revotorq XZ,2016,5205.48,70000,Diesel,Individual,Manual,1º dono,27.28,1047.0,69.0,5.0,Tata
Nissan Sunny XL AT Special Edition,2013,4794.52,90000,Gasolina,Individual,Automatico,2º dono,17.97,1498.0,99.6,5.0,Nissan
Hyundai Elite i20 Magna Plus BSIV,2019,8356.16,2000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.86,5.0,Hyundai
Maruti Swift Dzire VXI,2015,7191.78,20000,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,5.0,Maruti
Toyota Innova 2.5 GX 7 STR,2011,6575.34,120000,Diesel,Individual,Manual,1º dono,12.8,2494.0,102.0,7.0,Toyota
Mahindra Thar CRDe,2017,10684.93,35000,Diesel,Individual,Manual,1º dono,16.55,2498.0,105.0,6.0,Mahindra
Maruti Swift Dzire ZDi,2012,4383.56,193000,Diesel,Individual,Manual,1º dono,19.3,1248.0,73.9,5.0,Maruti
Maruti Swift 1.2 DLX (Only Delhi),2014,5136.99,80000,Gasolina,Individual,Manual,1º dono,20.4,1197.0,81.8,5.0,Maruti
Datsun GO D Petrol,2019,4109.59,40000,Gasolina,Individual,Manual,1º dono,19.02,1198.0,67.05,5.0,Datsun
Hyundai i20 Asta 1.4 CRDi,2015,6849.32,70000,Diesel,Individual,Manual,4º dono e acima,22.54,1396.0,88.73,5.0,Hyundai
Mahindra Scorpio LX,2011,5534.25,122358,Diesel,Individual,Manual,1º dono,12.05,2179.0,120.0,9.0,Mahindra
Tata Sumo Gold EX BSIII,2015,6849.32,75000,Diesel,Individual,Manual,1º dono,14.07,2956.0,69.01,7.0,Tata
Tata Tiago Wizz 1.05 Revotorq,2017,4794.52,120000,Diesel,Individual,Manual,1º dono,27.28,1047.0,69.0,5.0,Tata
Tata Zest Revotron 1.2 XT,2015,5205.48,40000,Gasolina,Individual,Manual,1º dono,17.57,1193.0,88.7,5.0,Tata
Hyundai Accent GLE,2008,1575.33,95200,Gasolina,Individual,Manual,3º dono,13.2,1495.0,94.0,5.0,Hyundai
Honda Brio Exclusive Edition,2014,4589.04,33033,Gasolina,Distribuidora,Manual,1º dono,19.4,1198.0,86.8,5.0,Honda
Hyundai Grand i10 AT Asta,2015,6369.86,63063,Gasolina,Distribuidora,Automatico,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Tata Manza Club Class Quadrajet90 LX,2012,3972.6,60000,Diesel,Individual,Manual,1º dono,21.02,1248.0,88.76,5.0,Tata
Maruti Alto LX,2005,1506.85,45000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Tata New Safari DICOR 2.2 EX 4x2,2011,6164.38,80000,Diesel,Individual,Manual,3º dono,11.57,2179.0,138.1,7.0,Tata
Mahindra Bolero SLE,2009,5479.45,170000,Diesel,Individual,Manual,2º dono,13.6,2523.0,63.0,7.0,Mahindra
Mahindra Bolero DI DX 7 Seater,2007,2876.71,207890,Diesel,Individual,Manual,2º dono,13.6,2523.0,63.0,7.0,Mahindra
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,63013.7,7976,Diesel,Individual,Automatico,1º dono,17.9,2143.0,170.0,5.0,Mercedes-Benz
Maruti Omni E MPI STD BS IV,2016,3013.7,35000,Gasolina,Individual,Manual,1º dono,16.8,796.0,34.2,8.0,Maruti
Hyundai Grand i10 Sportz,2017,6164.38,35000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Hyundai Grand i10 Sportz,2017,6164.38,35000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Hyundai i10 Sportz AT,2013,3972.6,50000,Gasolina,Individual,Automatico,1º dono,16.95,1197.0,78.9,5.0,Hyundai
Maruti Swift VXI Deca,2016,7123.29,20000,Gasolina,Individual,Manual,1º dono,20.4,1197.0,81.8,5.0,Maruti
Hyundai i10 Sportz AT,2011,3630.14,20000,Gasolina,Individual,Automatico,1º dono,16.95,1197.0,78.9,5.0,Hyundai
Maruti Swift VXI,2012,4520.55,50000,Gasolina,Individual,Manual,2º dono,18.6,1197.0,85.8,5.0,Maruti
Maruti Swift VXI,2012,4520.55,50000,Gasolina,Individual,Manual,2º dono,18.6,1197.0,85.8,5.0,Maruti
Mahindra Bolero 2011-2019 ZLX,2014,6986.29,120000,Diesel,Individual,Manual,1º dono,15.96,2523.0,62.1,7.0,Mahindra
Hyundai Verna 1.6 SX VTVT (O),2014,6849.32,70000,Gasolina,Individual,Manual,1º dono,17.1,1591.0,121.3,5.0,Hyundai
Hyundai i20 Active 1.2,2015,7191.78,50000,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,5.0,Hyundai
Maruti Baleno Zeta,2019,9246.58,16500,Gasolina,Individual,Manual,1º dono,21.01,1197.0,81.8,5.0,Maruti
Hyundai i20 1.2 Asta,2010,4109.59,70000,Gasolina,Individual,Manual,1º dono,17.0,1197.0,80.0,5.0,Hyundai
Maruti Alto LXI,2005,1232.88,99361,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Swift Dzire VDI,2017,8904.11,25000,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,5.0,Maruti
Maruti Swift Dzire VXI,2014,5602.74,70000,Gasolina,Individual,Manual,2º dono,19.1,1197.0,85.8,5.0,Maruti
Hyundai Grand i10 CRDi Sportz,2015,5410.96,80000,Diesel,Individual,Manual,2º dono,24.0,1120.0,70.0,5.0,Hyundai
Maruti Swift Dzire VXI,2014,5479.45,70000,Gasolina,Individual,Manual,2º dono,19.1,1197.0,85.8,5.0,Maruti
Chevrolet Beat LS,2012,1643.84,60000,Gasolina,Individual,Manual,3º dono,18.6,1199.0,79.4,5.0,Chevrolet
Tata Tigor 1.2 Revotron XZA,2018,8835.62,10000,Gasolina,Individual,Automatico,1º dono,20.3,1199.0,84.0,5.0,Tata
Maruti 800 Std,2006,1109.59,80000,Gasolina,Individual,Manual,1º dono,16.1,796.0,37.0,4.0,Maruti
Honda City i-DTEC VX,2017,17808.22,30000,Diesel,Individual,Manual,1º dono,25.6,1498.0,97.9,5.0,Honda
Honda City i-DTEC VX,2017,17123.29,33000,Diesel,Individual,Manual,1º dono,25.6,1498.0,97.9,5.0,Honda
Maruti Ertiga VXI,2013,7328.77,90000,Gasolina,Individual,Manual,3º dono,16.02,1373.0,93.7,7.0,Maruti
Nissan Terrano XV Premium 110 PS,2014,7602.74,80100,Diesel,Individual,Manual,2º dono,19.01,1461.0,108.5,5.0,Nissan
Honda City i VTEC VX,2014,9931.51,120000,Gasolina,Individual,Manual,1º dono,17.4,1497.0,117.3,5.0,Honda
Renault KWID RXL,2016,3150.67,40000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,10958.9,160000,Diesel,Individual,Manual,2º dono,12.99,2494.0,100.6,8.0,Toyota
Maruti Wagon R VXI BS IV,2017,5616.42,47000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Hyundai Creta 1.4 CRDi S Plus,2018,16575.34,25000,Diesel,Individual,Manual,1º dono,21.38,1396.0,88.7,5.0,Hyundai
Tata Tiago 1.2 Revotron XZ,2017,5479.45,26000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Hyundai Grand i10 1.2 CRDi Sportz,2018,7123.29,29000,Diesel,Individual,Manual,1º dono,24.0,1186.0,73.97,5.0,Hyundai
Maruti Baleno Zeta Automatic,2016,8904.11,50000,Gasolina,Individual,Automatico,1º dono,21.4,1197.0,83.1,5.0,Maruti
Maruti Swift ZXI ABS,2011,4452.05,58000,Gasolina,Individual,Manual,3º dono,16.1,1298.0,88.2,5.0,Maruti
Maruti Swift Dzire VXi AT,2012,5753.42,120000,Gasolina,Individual,Automatico,1º dono,17.4,1197.0,85.8,5.0,Maruti
Maruti Swift LXI Option,2014,5479.45,50000,Gasolina,Individual,Manual,1º dono,20.4,1197.0,81.8,5.0,Maruti
Hyundai i20 1.2 Asta,2010,3493.14,80000,Gasolina,Individual,Manual,4º dono e acima,17.0,1197.0,80.0,5.0,Hyundai
Maruti Zen LXI,2003,890.41,60000,Gasolina,Individual,Manual,4º dono e acima,17.3,993.0,60.0,5.0,Maruti
Maruti Celerio LXI,2017,4808.22,36000,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,5.0,Maruti
Toyota Innova 2.5 V Diesel 8-seater,2007,5534.25,120000,Diesel,Individual,Manual,3º dono,12.8,2494.0,102.0,8.0,Toyota
Maruti Ritz LDi,2011,2534.25,185000,Diesel,Individual,Manual,3º dono,21.1,1248.0,73.9,5.0,Maruti
Nissan Micra Diesel XV,2011,3424.66,50000,Diesel,Individual,Manual,1º dono,23.08,1461.0,63.1,5.0,Nissan
Maruti Zen LXI,2002,821.92,100000,Gasolina,Individual,Manual,4º dono e acima,17.3,993.0,60.0,5.0,Maruti
Hyundai Verna 1.6 SX VTVT (O),2013,6849.32,50000,Gasolina,Individual,Manual,2º dono,17.1,1591.0,121.3,5.0,Hyundai
Maruti Zen Estilo LXI BSIII,2007,1164.38,80000,Gasolina,Individual,Manual,2º dono,18.2,998.0,67.1,5.0,Maruti
Maruti Alto LX,2005,1164.38,80000,Gasolina,Individual,Manual,4º dono e acima,19.7,796.0,46.3,5.0,Maruti
Maruti Swift Dzire ZDi,2011,3630.14,90000,Diesel,Individual,Manual,4º dono e acima,19.3,1248.0,73.9,5.0,Maruti
Maruti A-Star Vxi,2010,1780.82,162000,Gasolina,Individual,Manual,2º dono,19.0,998.0,66.1,5.0,Maruti
Maruti Ertiga VDI,2013,6575.34,110000,Diesel,Individual,Manual,3º dono,20.77,1248.0,88.76,7.0,Maruti
Maruti Swift Ldi BSIII,2008,2328.77,120000,Diesel,Individual,Manual,3º dono,17.8,1248.0,75.0,5.0,Maruti
Nissan Micra Diesel XV,2011,3767.12,45000,Diesel,Individual,Manual,1º dono,23.08,1461.0,63.1,5.0,Nissan
Maruti Wagon R LXI,2005,1219.18,90000,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.1,5.0,Maruti
Ford Figo Diesel Titanium,2010,2328.77,90000,Diesel,Individual,Manual,2º dono,20.0,1399.0,68.0,5.0,Ford
Mahindra XUV300 W8 Option BSIV,2019,14931.51,16500,Gasolina,Distribuidora,Manual,1º dono,17.0,1197.0,110.0,5.0,Mahindra
Hyundai Creta 1.6 CRDi AT SX Plus,2017,15068.49,67000,Diesel,Individual,Automatico,1º dono,17.01,1582.0,126.2,5.0,Hyundai
Maruti Swift VXI BSIV,2018,8356.16,52000,Gasolina,Distribuidora,Manual,1º dono,22.0,1197.0,81.8,5.0,Maruti
Datsun GO T Option BSIV,2016,4589.04,40000,Gasolina,Distribuidora,Manual,1º dono,20.63,1198.0,67.0,5.0,Datsun
Hyundai Grand i10 Asta,2015,5958.89,40000,Gasolina,Distribuidora,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Toyota Fortuner 2.8 2WD MT BSIV,2018,41095.89,35000,Diesel,Individual,Manual,1º dono,14.24,2755.0,174.5,7.0,Toyota
Renault KWID RXL,2018,5342.47,13000,Gasolina,Distribuidora,Manual,1º dono,20.71,799.0,53.26,5.0,Renault
Honda Brio 1.2 VX MT,2012,4452.05,40000,Gasolina,Distribuidora,Manual,1º dono,18.5,1198.0,86.8,5.0,Honda
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,8767.12,10000,Gasolina,Distribuidora,Manual,1º dono,17.0,1198.0,73.75,5.0,Volkswagen
Nissan Sunny XV Special Edition,2012,6164.38,9000,Gasolina,Distribuidora,Manual,1º dono,16.95,1498.0,97.7,5.0,Nissan
Toyota Etios Liva GD SP,2013,5479.45,70000,Diesel,Distribuidora,Manual,2º dono,23.59,1364.0,67.06,5.0,Toyota
Hyundai i10 Sportz,2009,2945.21,60000,Gasolina,Distribuidora,Manual,1º dono,20.36,1197.0,78.9,5.0,Hyundai
Renault Duster 85PS Diesel RxL,2014,7808.22,40000,Diesel,Distribuidora,Manual,1º dono,20.45,1461.0,83.8,5.0,Renault
Mahindra XUV500 W8 2WD,2012,9315.07,93000,Diesel,Distribuidora,Manual,1º dono,15.1,2179.0,140.0,7.0,Mahindra
Toyota Innova 2.5 V Diesel 7-seater,2008,4452.05,80000,Diesel,Individual,Manual,4º dono e acima,12.8,2494.0,102.0,7.0,Toyota
Tata Indigo CS eGLX BS IV,2011,2054.79,50000,Gasolina,Individual,Manual,2º dono,15.64,1193.0,64.08,5.0,Tata
Hyundai Elantra SX AT,2013,9452.05,68000,Gasolina,Distribuidora,Automatico,1º dono,14.5,1797.0,147.5,5.0,Hyundai
Mercedes-Benz New C-Class 220 CDI AT,2013,21232.88,25000,Diesel,Individual,Automatico,1º dono,14.84,2143.0,170.0,5.0,Mercedes-Benz
Tata Nano STD,2012,876.71,18000,Gasolina,Distribuidora,Manual,1º dono,25.4,624.0,37.5,4.0,Tata
Nissan Micra Diesel XL,2013,3424.66,120000,Diesel,Individual,Manual,1º dono,23.08,1461.0,63.1,5.0,Nissan
Maruti Wagon R LXI,2005,890.41,35000,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,5.0,Maruti
Maruti Swift Dzire VDI,2016,7534.25,60000,Diesel,Individual,Manual,2º dono,26.59,1248.0,74.0,5.0,Maruti
Hyundai i10 Magna,2010,1917.81,70000,Gasolina,Individual,Manual,4º dono e acima,20.36,1197.0,78.9,5.0,Hyundai
Renault KWID RXT,2016,4109.59,30000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Volkswagen GTI 1.8 TSI,2016,10958.9,70000,Gasolina,Individual,Automatico,1º dono,16.34,1798.0,189.3,5.0,Volkswagen
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,35958.9,9000,Diesel,Distribuidora,Automatico,1º dono,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,70547.95,20000,Gasolina,Distribuidora,Automatico,1º dono,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,43835.62,45000,Diesel,Distribuidora,Automatico,1º dono,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,6890.41,110000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,52054.79,20000,Diesel,Individual,Automatico,1º dono,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,27397.26,68089,Gasolina,Concessionaria,Automatico,1º dono,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,3082.19,58343,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,10136.99,38817,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,7534.25,56494,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,10273.97,79328,Diesel,Concessionaria,Manual,2º dono,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,8904.11,5621,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,8561.64,25538,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,8219.18,69779,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.38,56290,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,73972.6,7500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,75342.47,8500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,10671.23,7032,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.62,11000,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,33904.11,2000,Diesel,Distribuidora,Automatico,1º dono,16.8,1984.0,150.0,5.0,Volvo
Hyundai i10 Magna,2010,2054.79,106000,Gasolina,Individual,Manual,3º dono,20.36,1197.0,78.9,5.0,Hyundai
Honda CR-V 2.4L 4WD AT,2009,6849.32,120000,Gasolina,Individual,Automatico,2º dono,11.1,2354.0,158.8,5.0,Honda
Maruti Swift Dzire VDI,2015,6575.34,90000,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,5.0,Maruti
Hyundai Verna 1.6 SX CRDi (O),2014,7328.77,70000,Diesel,Individual,Manual,3º dono,22.32,1582.0,126.32,5.0,Hyundai
Toyota Innova 2.5 G1 Diesel 8-seater,2005,3424.66,240000,Diesel,Individual,Manual,3º dono,12.8,2494.0,102.0,8.0,Toyota
Maruti SX4 Celebration Diesel,2012,4109.59,100000,Diesel,Individual,Manual,2º dono,21.5,1248.0,88.8,5.0,Maruti
Hyundai Verna XXi ABS (Petrol),2009,4657.53,214000,Gasolina,Individual,Manual,2º dono,13.9,1599.0,103.2,5.0,Hyundai
Hyundai Verna CRDi SX,2009,4657.53,214000,Diesel,Individual,Manual,2º dono,16.8,1493.0,110.0,5.0,Hyundai
Maruti Alto 800 VXI,2016,3287.67,50000,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Honda City i-VTEC CVT V,2018,14863.01,1000,Gasolina,Individual,Automatico,1º dono,18.0,1497.0,117.6,5.0,Honda
Maruti Swift Dzire AMT VDI,2017,10273.97,19000,Diesel,Individual,Automatico,1º dono,28.4,1248.0,74.02,5.0,Maruti
Tata Indigo LS,2012,1301.37,265000,Diesel,Individual,Manual,2º dono,17.0,1405.0,70.0,5.0,Tata
Maruti Alto K10 VXI,2014,2945.21,80000,Gasolina,Individual,Manual,2º dono,23.95,998.0,67.05,5.0,Maruti
Mahindra XUV500 AT W10 AWD,2016,17671.23,50000,Diesel,Individual,Automatico,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Maruti Alto K10 LXI,2010,2054.79,80000,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,5.0,Maruti
Hyundai EON Sportz,2013,3000.0,50000,Gasolina,Individual,Manual,2º dono,21.1,814.0,55.2,5.0,Hyundai
Tata Tiago 1.2 Revotron XE,2018,4452.05,100000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Maruti Eeco Smiles 5 Seater AC,2013,3561.64,120000,Gasolina,Individual,Manual,2º dono,15.1,1196.0,73.0,5.0,Maruti
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,35958.9,9000,Diesel,Distribuidora,Automatico,1º dono,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,70547.95,20000,Gasolina,Distribuidora,Automatico,1º dono,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,43835.62,45000,Diesel,Distribuidora,Automatico,1º dono,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,6890.41,110000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,52054.79,20000,Diesel,Individual,Automatico,1º dono,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,27397.26,68089,Gasolina,Concessionaria,Automatico,1º dono,19.16,2494.0,157.7,5.0,Toyota
